조회연도,대학명,대학코드,전형명,구분,모집단위,모집인원_최초,모집인원_이월,모집인원_총,경쟁률,충원인원,환산점수_50,환산점수_70,환산등급_50,환산등급_70
2027,경기대학교[본교],56,학생부교과(학교장추천전형),수시,국어국문학과,6,0,6,5.5,19,96.69,96.63,3.31,3.34
2027,경기대학교[본교],56,학생부교과(학교장추천전형),수시,사학과,4,0,4,23.25,21,97.12,97.12,3.11,3.11
2027,경기대학교[본교],56,학생부교과(학교장추천전형),수시,문헌정보학과,4,0,4,6,11,96.94,96.94,3.02,3.02
2027,경기대학교[본교],56,학생부교과(학교장추천전형),수시,영어영문학과,8,0,8,11.5,29,97.56,97.52,2.99,3.01
2027,경기대학교[본교],56,학생부교과(학교장추천전형),수시,경영학부,33,0,33,12.27,150,97.55,97.47,2.94,2.98
2027,경기대학교[본교],56,학생부교과(학교장추천전형),수시,전자공학부,18,0,18,6.17,67,97.59,97.46,2.91,2.95
2027,경기대학교[본교],56,학생부교과(학교장추천전형),수시,글로벌어문학부,21,0,21,8.86,66,97.43,97.29,3.05,3.08
2027,경기대학교[본교],56,학생부교과(학교장추천전형),수시,휴먼서비스학부,8,0,8,6.25,9,97.44,97.44,2.96,3.05
2027,경기대학교[본교],56,학생부교과(학교장추천전형),수시,공공인재학부,12,0,12,5.75,43,97.01,96.76,3.21,3.25
2027,경기대학교[본교],56,학생부교과(학교장추천전형),수시,사회에너지시스템공학과,16,0,16,5.88,36,97.33,97.26,3.02,3.08
2027,경기대학교[본교],56,학생부교과(학교장추천전형),수시,FineArts학부,4,0,4,5.5,13,97.07,97.07,3.31,3.31
2027,경기대학교[본교],56,학생부교과(학교장추천전형),수시,AI컴퓨터공학부,35,0,35,4.29,101,97.17,97.02,3.12,3.24
2027,경기대학교[본교],56,학생부교과(학교장추천전형),수시,수학과,3,0,3,9,14,97.27,97.04,3.05,3.15
2027,경기대학교[본교],56,학생부교과(학교장추천전형),수시,기계시스템공학과,9,0,9,9.89,30,97.72,97.52,2.75,2.92
2027,경기대학교[본교],56,학생부교과(학교장추천전형),수시,공공안전학부,9,0,9,4.78,14,98.31,97.97,2.4,2.66
2027,경기대학교[본교],56,학생부교과(학교장추천전형),수시,화학과,5,0,5,4.8,10,97.38,96.99,2.95,3.25
2027,경기대학교[본교],56,학생부교과(학교장추천전형),수시,산업경영공학과,15,0,15,9.13,61,97.38,97.3,2.94,3.09
2027,경기대학교[본교],56,학생부교과(학교장추천전형),수시,신소재화학공학부,14,0,14,8.29,48,97.79,97.67,2.82,2.86
2027,경기대학교[본교],56,학생부교과(농어촌학생전형),수시,스마트시티공학부,2,0,2,5,4,97.29,97.29,3.02,3.02
2027,경기대학교[본교],56,학생부교과(농어촌학생전형),수시,건축학과,2,0,2,5.5,2,96.83,96.83,3.36,3.36
2027,경기대학교[본교],56,학생부교과(농어촌학생전형),수시,법학과,2,0,2,6.5,3,97.17,97.17,3.02,3.02
2027,경기대학교[본교],56,학생부교과(농어촌학생전형),수시,무역학과,2,0,2,6.5,1,97.98,97.98,2.59,2.59
2027,경기대학교[본교],56,학생부교과(농어촌학생전형),수시,경제학부,6,0,6,7.17,11,97.13,96.71,3.07,3.21
2027,경기대학교[본교],56,학생부교과(농어촌학생전형),수시,바이오융합학부,3,0,3,4.33,3,98.87,98.59,2.04,2.27
2027,경기대학교[본교],56,학생부교과(농어촌학생전형),수시,국어국문학과,2,0,2,6.5,6,98.26,98.26,2.55,2.55
2027,경기대학교[본교],56,학생부교과(농어촌학생전형),수시,사학과,2,0,2,7.5,2,97.59,97.59,2.98,2.98
2027,경기대학교[본교],56,학생부교과(농어촌학생전형),수시,문헌정보학과,2,0,2,7.5,9,98,98,2.7,2.7
2027,경기대학교[본교],56,학생부교과(농어촌학생전형),수시,영어영문학과,2,0,2,8,5,97.02,97.02,3.25,3.25
2027,경기대학교[본교],56,학생부교과(농어촌학생전형),수시,경영학부,8,0,8,5,16,97.43,97.26,3.08,3.16
2027,경기대학교[본교],56,학생부교과(농어촌학생전형),수시,전자공학부,4,0,4,6.75,8,99.23,99.02,1.7,1.79
2027,경기대학교[본교],56,학생부교과(농어촌학생전형),수시,글로벌어문학부,9,0,9,5.11,9,97.07,96.72,3.04,3.41
2027,경기대학교[본교],56,학생부교과(농어촌학생전형),수시,휴먼서비스학부,2,0,2,6,2,99.39,99.39,1.64,1.64
2027,경기대학교[본교],56,학생부교과(농어촌학생전형),수시,공공인재학부,3,0,3,6.33,4,97.53,97.01,2.86,2.97
2027,경기대학교[본교],56,학생부교과(농어촌학생전형),수시,사회에너지시스템공학과,4,0,4,8.5,13,96.99,96.99,3.14,3.14
2027,경기대학교[본교],56,학생부교과(농어촌학생전형),수시,AI컴퓨터공학부,7,0,7,6,13,98.28,98.05,2.31,2.5
2027,경기대학교[본교],56,학생부교과(농어촌학생전형),수시,기계시스템공학과,2,0,2,12.5,9,97.31,97.31,2.93,2.93
2027,경기대학교[본교],56,학생부교과(농어촌학생전형),수시,공공안전학부,3,0,3,6.67,5,99.79,99.7,1.23,1.33
2027,경기대학교[본교],56,학생부교과(농어촌학생전형),수시,화학과,2,0,2,4.5,2,96.76,96.76,3.3,3.3
2027,경기대학교[본교],56,학생부교과(농어촌학생전형),수시,산업경영공학과,4,0,4,4.75,8,97.2,97.2,3.22,3.22
2027,경기대학교[본교],56,학생부교과(농어촌학생전형),수시,신소재화학공학부,4,0,4,6.25,13,96.71,96.71,3.28,3.28
2027,경기대학교[본교],56,학생부교과(농어촌학생전형),수시,수학과,2,0,2,4,2,92.98,92.98,4.52,4.52
2027,경기대학교[본교],56,학생부교과(교과성적우수자전형),수시,창의공학부,38,0,38,9.71,60,97.43,97.3,2.98,3.04
2027,경기대학교[본교],56,학생부교과(교과성적우수자전형),수시,스마트시티공학부,4,0,4,13,3,97.14,97.14,3.27,3.27
2027,경기대학교[본교],56,학생부교과(교과성적우수자전형),수시,건축학과,2,0,2,12,0,99.27,99.27,1.78,1.78
2027,경기대학교[본교],56,학생부교과(교과성적우수자전형),수시,유아교육과,2,0,2,12.5,1,98.6,98.6,2.14,2.14
2027,경기대학교[본교],56,학생부교과(교과성적우수자전형),수시,사회과학부,33,0,33,11.3,71,97.53,97.46,2.91,2.97
2027,경기대학교[본교],56,학생부교과(교과성적우수자전형),수시,법학과,3,0,3,12.33,3,97.56,97.41,2.78,2.98
2027,경기대학교[본교],56,학생부교과(교과성적우수자전형),수시,무역학과,5,0,5,14.6,12,97.67,97.32,2.91,3.02
2027,경기대학교[본교],56,학생부교과(교과성적우수자전형),수시,경제학부,9,0,9,9.44,15,97.45,97.31,2.96,3.06
2027,경기대학교[본교],56,학생부교과(교과성적우수자전형),수시,인문학부,20,0,20,20.15,50,97.25,97.19,3.13,3.17
2027,경기대학교[본교],56,학생부교과(교과성적우수자전형),수시,경영학부,17,0,17,8.71,20,98.15,97.7,2.38,2.61
2027,경기대학교[본교],56,학생부교과(교과성적우수자전형),수시,바이오융합학부,6,0,6,9.5,4,97.66,97.6,2.84,2.93
2027,경기대학교[본교],56,학생부교과(교과성적우수자전형),수시,국어국문학과,3,0,3,12,6,97.52,97.15,2.97,3.21
2027,경기대학교[본교],56,학생부교과(교과성적우수자전형),수시,사학과,2,0,2,12,0,97.34,97.34,2.76,2.76
2027,경기대학교[본교],56,학생부교과(교과성적우수자전형),수시,문헌정보학과,2,0,2,18,4,97.32,97.32,2.96,2.96
2027,경기대학교[본교],56,학생부교과(교과성적우수자전형),수시,영어영문학과,4,0,4,11,6,97.42,97.42,3.04,3.04
2027,경기대학교[본교],56,학생부교과(교과성적우수자전형),수시,글로벌어문학부,10,0,10,10.9,9,97.06,96.9,3.21,3.25
2027,경기대학교[본교],56,학생부교과(교과성적우수자전형),수시,휴먼서비스학부,4,0,4,12.25,4,97.27,97.27,3.1,3.1
2027,경기대학교[본교],56,학생부교과(교과성적우수자전형),수시,공공인재학부,6,0,6,11.5,4,97.83,97.57,2.84,2.9
2027,경기대학교[본교],56,학생부교과(교과성적우수자전형),수시,융합과학부,8,0,8,15.88,17,97.52,97.48,2.92,2.93
2027,경기대학교[본교],56,학생부교과(교과성적우수자전형),수시,사회에너지시스템공학과,7,0,7,9.29,14,97.33,97.01,2.96,3.31
2027,경기대학교[본교],56,학생부교과(교과성적우수자전형),수시,AI컴퓨터공학부,18,0,18,10.56,47,97.62,97.43,2.92,2.95
2027,경기대학교[본교],56,학생부교과(교과성적우수자전형),수시,수학과,2,0,2,11,1,97.79,97.79,2.82,2.82
2027,경기대학교[본교],56,학생부교과(교과성적우수자전형),수시,전자공학부,9,0,9,9.44,16,98.41,97.77,2.1,2.71
2027,경기대학교[본교],56,학생부교과(교과성적우수자전형),수시,기계시스템공학과,5,0,5,18,11,97.63,97.6,2.63,2.92
2027,경기대학교[본교],56,학생부교과(교과성적우수자전형),수시,공공안전학부,5,0,5,13.4,8,99.16,98.98,1.82,2.02
2027,경기대학교[본교],56,학생부교과(교과성적우수자전형),수시,화학과,2,0,2,11,7,95.25,95.25,3.67,3.67
2027,경기대학교[본교],56,학생부교과(교과성적우수자전형),수시,산업경영공학과,7,0,7,11.14,13,97.05,97.02,3.2,3.24
2027,경기대학교[본교],56,학생부교과(교과성적우수자전형),수시,신소재화학공학부,7,0,7,9.14,15,97.68,97.68,2.88,2.92
2027,경기대학교[본교],56,학생부교과(교과성적우수자전형),수시,소프트웨어경영학부,20,0,20,11.5,35,97.08,97,3.2,3.24
2027,경기대학교[제2캠퍼스],58,학생부교과(기초생활수급자등선발전형),수시,관광개발경영학과,2,0,2,9,0,99.51,99.51,1.47,1.47
2027,경기대학교[제2캠퍼스],58,학생부교과(기초생활수급자등선발전형),수시,호텔외식경영학부,2,0,2,14,1,99.76,99.76,1.3,1.3
2027,경기대학교[제2캠퍼스],58,학생부교과(학교장추천전형),수시,관광개발경영학과,10,0,10,12.8,30,97.55,97.39,3,3.04
2027,경기대학교[제2캠퍼스],58,학생부교과(학교장추천전형),수시,관광문화콘텐츠학과,5,0,5,19.4,9,97.38,97.26,3.1,3.14
2027,경기대학교[제2캠퍼스],58,학생부교과(학교장추천전형),수시,호텔외식경영학부,9,0,9,6.89,19,97.86,97.73,2.75,2.88
2027,경기대학교[제2캠퍼스],58,학생부교과(학교장추천전형),수시,미디어영상학과,6,0,6,9.5,14,98.02,97.98,2.65,2.68
2027,경기대학교[제2캠퍼스],58,학생부교과(농어촌학생전형),수시,관광개발경영학과,3,0,3,6.33,3,98.86,98.58,2.04,2.23
2027,경기대학교[제2캠퍼스],58,학생부교과(농어촌학생전형),수시,관광문화콘텐츠학과,2,0,2,5,1,98.01,98.01,2.7,2.7
2027,경기대학교[제2캠퍼스],58,학생부교과(농어촌학생전형),수시,호텔외식경영학부,2,0,2,11,1,99.8,99.8,1.25,1.25
2027,경기대학교[제2캠퍼스],58,학생부교과(농어촌학생전형),수시,미디어영상학과,2,0,2,10,7,98.94,98.94,2,2
2027,경기대학교[제2캠퍼스],58,학생부교과(교과성적우수자전형),수시,관광개발경영학과,5,0,5,11,1,98.67,98.24,2.13,2.42
2027,경기대학교[제2캠퍼스],58,학생부교과(교과성적우수자전형),수시,관광문화콘텐츠학과,3,0,3,10,3,99.51,99.37,1.54,1.64
2027,경기대학교[제2캠퍼스],58,학생부교과(교과성적우수자전형),수시,호텔외식경영학부,4,0,4,16.5,6,99.37,99.37,1.54,1.54
2027,경기대학교[제2캠퍼스],58,학생부교과(교과성적우수자전형),수시,미디어영상학과,3,0,3,17.67,7,98.88,98.2,2.04,2.44
2027,경남대학교[본교],59,학생부교과(일반전형),수시,보건의료정보학과,14,0,14,5.14,49,931.24,924.4,4.8,5
2027,경남대학교[본교],59,학생부교과(일반전형),수시,국어교육과,17,0,17,6.35,53,981.1,975.52,2.7,3.1
2027,경남대학교[본교],59,학생부교과(일반전형),수시,영어교육과,18,0,18,5.33,42,979.84,972.82,2.8,3.1
2027,경남대학교[본교],59,학생부교과(일반전형),수시,일어교육과,15,0,15,5.73,27,972.64,968.25,3.2,3.4
2027,경남대학교[본교],59,학생부교과(일반전형),수시,가정교육과,15,0,15,5.46,28,973.36,969.22,3.1,3.2
2027,경남대학교[본교],59,학생부교과(일반전형),수시,유아교육과,18,0,18,5.94,59,965.08,955.9,3.7,3.7
2027,경남대학교[본교],59,학생부교과(일반전형),수시,사회복지학과,30,0,30,5.86,65,956.08,950.68,3.9,4.2
2027,경남대학교[본교],59,학생부교과(일반전형),수시,행정학과,20,0,20,3.9,52,951.58,942.4,3.9,4.3
2027,경남대학교[본교],59,학생부교과(일반전형),수시,경찰학과,35,0,35,5.17,96,965.98,957.7,3.5,3.8
2027,경남대학교[본교],59,학생부교과(일반전형),수시,교육학과,14,0,14,5.71,30,975.52,970.66,3,3.2
2027,경남대학교[본교],59,학생부교과(일반전형),수시,수학교육과,18,0,18,3.11,33,976.78,971.2,2.9,3.3
2027,경남대학교[본교],59,학생부교과(일반전형),수시,스포츠재활학전공,13,0,13,10,43,966.88,960.79,3.5,3.8
2027,경남대학교[본교],59,학생부교과(일반전형),수시,디지털공연영상학과,20,0,20,3.7,53,935.02,920.8,4.6,5.1
2027,경남대학교[본교],59,학생부교과(일반전형),수시,문화유산복원예술학과,15,0,15,3.33,34,951.58,939.88,3.9,4.4
2027,경남대학교[본교],59,학생부교과(일반전형),수시,여행항공관광학과,25,0,25,3.12,52,917.49,898.3,5.2,5.8
2027,경남대학교[본교],59,학생부교과(일반전형),수시,심리학과,20,0,20,5.35,82,949.25,941.86,4.1,4.5
2027,경남대학교[본교],59,학생부교과(일반전형),수시,디지털마케팅학과,15,0,15,5.73,51,931.6,920.8,4.7,4.9
2027,경남대학교[본교],59,학생부교과(일반전형),수시,건축학부,30,0,30,3.86,86,939.88,922.42,4.5,5
2027,경남대학교[본교],59,학생부교과(일반전형),수시,자유전공학부,47,0,47,5.38,146,924.4,914.69,5,5.2
2027,경남대학교[본교],59,학생부교과(일반전형),수시,경영학부,65,0,65,3.66,173,934.66,913.6,4.6,5.2
2027,경남대학교[본교],59,학생부교과(일반전형),수시,법학과,16,0,16,3,32,943.66,924.4,4.4,4.7
2027,경남대학교[본교],59,학생부교과(일반전형),수시,식품영양학과,15,0,15,8.06,66,948.52,944.56,4.1,4.4
2027,경남대학교[본교],59,학생부교과(일반전형),수시,외식조리학과,13,0,13,8.15,57,948.52,937.04,4.1,4.6
2027,경남대학교[본교],59,학생부교과(일반전형),수시,인공지능학과,15,0,15,2.46,22,911.62,901.36,5.3,5.5
2027,경남대학교[본교],59,학생부교과(일반전형),수시,컴퓨터공학부,65,0,65,2.07,70,941.32,920.8,4.5,5.2
2027,경남대학교[본교],59,학생부교과(일반전형),수시,게임학과,15,0,15,4.33,38,941.5,928,4.5,4.8
2027,경남대학교[본교],59,학생부교과(일반전형),수시,경호보안학과,17,0,17,8.94,38,948.52,940.42,4.2,4.5
2027,경남대학교[본교],59,학생부교과(일반전형),수시,간호학과,66,0,66,7.71,136,982.36,979.12,2.8,3
2027,경남대학교[본교],59,학생부교과(일반전형),수시,물리치료학과,15,0,15,9.4,36,981.1,976.78,2.7,2.9
2027,경남대학교[본교],59,학생부교과(일반전형),수시,작업치료학과,15,0,15,7.53,54,948.52,942.4,4.2,4.4
2027,경남대학교[본교],59,학생부교과(일반전형),수시,응급구조학과,13,0,13,9.3,54,955.72,951.58,3.9,4.1
2027,경남대학교[본교],59,학생부교과(일반전형),수시,미디어영상학과,13,0,13,10,49,966.25,956.8,3.6,3.8
2027,경남대학교[본교],59,학생부교과(일반전형),수시,소방안전공학과,25,0,25,5.64,79,941.5,933.22,4.5,4.7
2027,경남대학교[본교],59,학생부교과(일반전형),수시,기계공학부,35,0,35,4.2,93,952.66,943.48,4.1,4.3
2027,경남대학교[본교],59,학생부교과(일반전형),수시,미래자동차학과,15,0,15,4.46,40,916.84,905.73,5.2,5.6
2027,경남대학교[본교],59,학생부교과(일반전형),수시,전기공학과,30,0,30,4.33,96,942.4,929.62,4.5,4.9
2027,경남대학교[본교],59,학생부교과(일반전형),수시,스마트기계융합공학전공,12,0,12,3.58,30,938.8,926.02,4.5,4.8
2027,경남대학교[본교],59,학생부교과(일반전형),수시,제약공학과,14,0,14,4.71,52,924.94,917.2,5,5.1
2027,경남대학교[본교],59,학생부교과(일반전형),수시,무역물류학과,15,0,15,2.93,29,926.21,915.76,4.7,5.2
2027,경남대학교[본교],59,학생부교과(군사학과전형),수시,군사학과,20,0,20,4.16,6,503.44,468.79,4.3,4.55
2027,경남대학교[본교],59,학생부교과(지역인재전형),수시,유아교육과,14,0,14,5.14,29,954.64,950.68,3.8,4.1
2027,경남대학교[본교],59,학생부교과(지역인재전형),수시,국어교육과,14,0,14,4,17,978.27,975.52,2.8,3
2027,경남대학교[본교],59,학생부교과(지역인재전형),수시,영어교육과,13,0,13,3.69,19,977.68,973.36,2.9,3.1
2027,경남대학교[본교],59,학생부교과(지역인재전형),수시,일어교육과,11,0,11,3.36,9,966.88,957.7,3.5,3.7
2027,경남대학교[본교],59,학생부교과(지역인재전형),수시,가정교육과,11,0,11,3.09,5,964.11,960.76,3.4,3.7
2027,경남대학교[본교],59,학생부교과(지역인재전형),수시,사회복지학과,14,0,14,6.5,28,942.4,938.26,4.2,4.6
2027,경남대학교[본교],59,학생부교과(지역인재전형),수시,행정학과,6,0,6,3.5,9,954.64,945.46,3.8,4.1
2027,경남대학교[본교],59,학생부교과(지역인재전형),수시,경찰학과,23,0,23,6,44,958.06,952.66,3.9,4
2027,경남대학교[본교],59,학생부교과(지역인재전형),수시,교육학과,11,0,11,4,16,971.2,970.66,3.2,3.2
2027,경남대학교[본교],59,학생부교과(지역인재전형),수시,수학교육과,13,0,13,2.69,22,974.62,966.34,3.1,3.4
2027,경남대학교[본교],59,학생부교과(지역인재전형),수시,심리학과,15,0,15,2.46,19,938.26,928,4.6,4.7
2027,경남대학교[본교],59,학생부교과(지역인재전형),수시,스포츠재활학전공,10,0,10,7.6,15,958.06,953.74,3.9,4.1
2027,경남대학교[본교],59,학생부교과(지역인재전형),수시,디지털공연영상학과,5,0,5,3.2,4,969.04,938.13,3.3,4.6
2027,경남대학교[본교],59,학생부교과(지역인재전형),수시,문화유산복원예술학과,5,0,5,2.2,2,973.36,966.88,3.1,3.4
2027,경남대학교[본교],59,학생부교과(지역인재전형),수시,여행항공관광학과,7,0,7,3.28,11,915.87,904.96,5.2,5.3
2027,경남대학교[본교],59,학생부교과(지역인재전형),수시,디지털마케팅학과,7,0,7,4.42,11,937.36,924.4,4.6,5.1
2027,경남대학교[본교],59,학생부교과(지역인재전형),수시,건축학부,15,0,15,2.86,28,941.32,915.22,4.2,5.2
2027,경남대학교[본교],59,학생부교과(지역인재전형),수시,자유전공학부,22,0,22,4.45,57,917.2,906.04,5.3,5.5
2027,경남대학교[본교],59,학생부교과(지역인재전형),수시,경영학부,25,0,25,2.92,47,924.4,902.8,4.9,5.7
2027,경남대학교[본교],59,학생부교과(지역인재전형),수시,법학과,10,0,10,2,10,920.8,906.58,4.9,5.5
2027,경남대학교[본교],59,학생부교과(지역인재전형),수시,경호보안학과,15,0,15,3.2,15,935.2,918.82,4.7,5
2027,경남대학교[본교],59,학생부교과(지역인재전형),수시,식품영양학과,5,0,5,3.6,8,953.74,951.58,3.8,4.1
2027,경남대학교[본교],59,학생부교과(지역인재전형),수시,외식조리학과,7,0,7,6.14,21,933.76,928,4.7,4.7
2027,경남대학교[본교],59,학생부교과(지역인재전형),수시,인공지능학과,4,0,4,2,4,915.22,909.64,5.2,5.4
2027,경남대학교[본교],59,학생부교과(지역인재전형),수시,컴퓨터공학부,40,0,40,1.55,22,943.48,918.82,4.3,5.1
2027,경남대학교[본교],59,학생부교과(지역인재전형),수시,게임학과,10,0,10,3.6,26,931.6,920.8,4.8,5.2
2027,경남대학교[본교],59,학생부교과(지역인재전형),수시,보건의료정보학과,8,0,8,5.25,12,930.7,920.8,4.8,4.8
2027,경남대학교[본교],59,학생부교과(지역인재전형),수시,간호학과,60,0,60,8.75,77,981.82,977.68,2.8,2.9
2027,경남대학교[본교],59,학생부교과(지역인재전형),수시,물리치료학과,14,0,14,10.5,16,976.24,973.36,3.1,3.1
2027,경남대학교[본교],59,학생부교과(지역인재전형),수시,작업치료학과,15,0,15,5.93,46,942.4,934.66,4.3,4.7
2027,경남대학교[본교],59,학생부교과(지역인재전형),수시,응급구조학과,12,0,12,8.25,38,948.52,945.46,4,4.2
2027,경남대학교[본교],59,학생부교과(지역인재전형),수시,미디어영상학과,8,0,8,5.87,30,958.78,952.66,3.8,4
2027,경남대학교[본교],59,학생부교과(지역인재전형),수시,기계공학부,20,0,20,4.2,35,943.48,933.76,4.3,4.7
2027,경남대학교[본교],59,학생부교과(지역인재전형),수시,미래자동차학과,5,0,5,2.4,7,910.72,891.1,5.4,5.9
2027,경남대학교[본교],59,학생부교과(지역인재전형),수시,전기공학과,7,0,7,4.28,19,951.04,940.42,4.1,4.4
2027,경남대학교[본교],59,학생부교과(지역인재전형),수시,스마트기계융합공학전공,13,0,13,3.15,28,947.44,934.12,4.1,4.8
2027,경남대학교[본교],59,학생부교과(지역인재전형),수시,제약공학과,5,0,5,2.4,7,948.52,924.4,4,4.7
2027,경남대학교[본교],59,학생부교과(지역인재전형),수시,소방안전공학과,12,0,12,3.5,24,935.74,922.42,4.7,4.9
2027,경남대학교[본교],59,학생부교과(지역인재전형),수시,무역물류학과,7,0,7,2.71,12,930.79,920.26,4.7,5.2
2027,경남대학교[본교],59,학생부교과(기초생활수급자및차상위계층전형),수시,유아교육과,1,0,1,9,3,951.58,951.58,3.9,3.9
2027,경남대학교[본교],59,학생부교과(기초생활수급자및차상위계층전형),수시,국어교육과,1,0,1,5,1,973.18,973.18,2.9,2.9
2027,경남대학교[본교],59,학생부교과(기초생활수급자및차상위계층전형),수시,영어교육과,1,0,1,3,0,미제출 사유 : 비율 환산불가,,,
2027,경남대학교[본교],59,학생부교과(기초생활수급자및차상위계층전형),수시,일어교육과,1,0,1,4,1,969.4,969.4,3.5,3.5
2027,경남대학교[본교],59,학생부교과(기초생활수급자및차상위계층전형),수시,교육학과,1,0,1,5,0,미제출 사유 : 비율 환산불가,,,
2027,경남대학교[본교],59,학생부교과(기초생활수급자및차상위계층전형),수시,법학과,1,0,1,3,0,미제출 사유 : 비율 환산불가,,,
2027,경남대학교[본교],59,학생부교과(기초생활수급자및차상위계층전형),수시,사회복지학과,2,0,2,3,2,969.4,969.4,3.2,3.2
2027,경남대학교[본교],59,학생부교과(기초생활수급자및차상위계층전형),수시,행정학과,1,0,1,1,0,미제출 사유 : 비율 환산불가,,,
2027,경남대학교[본교],59,학생부교과(기초생활수급자및차상위계층전형),수시,경찰학과,3,0,3,2.33,4,937.18,927.64,4.7,4.7
2027,경남대학교[본교],59,학생부교과(기초생활수급자및차상위계층전형),수시,가정교육과,1,0,1,3,0,미제출 사유 : 비율 환산불가,,,
2027,경남대학교[본교],59,학생부교과(기초생활수급자및차상위계층전형),수시,심리학과,2,0,2,3,4,932.41,917.2,4.5,4.9
2027,경남대학교[본교],59,학생부교과(기초생활수급자및차상위계층전형),수시,스포츠재활학전공,2,0,2,5.5,6,944.79,933.22,4.4,4.6
2027,경남대학교[본교],59,학생부교과(기초생활수급자및차상위계층전형),수시,여행항공관광학과,1,0,1,2,1,910,910,5.5,5.5
2027,경남대학교[본교],59,학생부교과(기초생활수급자및차상위계층전형),수시,경영학부,1,0,1,4,0,미제출 사유 : 비율 환산불가,,,
2027,경남대학교[본교],59,학생부교과(기초생활수급자및차상위계층전형),수시,수학교육과,1,0,1,2,1,954.64,954.64,3.8,3.8
2027,경남대학교[본교],59,학생부교과(기초생활수급자및차상위계층전형),수시,경호보안학과,2,0,2,5.5,6,947.67,924.04,4.2,5
2027,경남대학교[본교],59,학생부교과(기초생활수급자및차상위계층전형),수시,식품영양학과,1,0,1,6,2,972.64,960.58,3.2,3.7
2027,경남대학교[본교],59,학생부교과(기초생활수급자및차상위계층전형),수시,컴퓨터공학부,2,0,2,1.5,1,874.72,870.04,6.6,6.9
2027,경남대학교[본교],59,학생부교과(기초생활수급자및차상위계층전형),수시,간호학과,4,0,4,7,12,979.05,971.2,2.8,3.2
2027,경남대학교[본교],59,학생부교과(기초생활수급자및차상위계층전형),수시,물리치료학과,2,0,2,12,6,973.71,971.2,2.1,3.2
2027,경남대학교[본교],59,학생부교과(기초생활수급자및차상위계층전형),수시,미디어영상학과,2,0,2,3,4,926.02,922.78,4.8,5.1
2027,경남대학교[본교],59,학생부교과(기초생활수급자및차상위계층전형),수시,기계공학부,1,0,1,5,2,990.44,988.66,1.9,2.2
2027,경남대학교[본교],59,학생부교과(기초생활수급자및차상위계층전형),수시,전기공학과,1,0,1,1,0,미제출 사유 : 비율 환산불가,,,
2027,경남대학교[본교],59,학생부교과(기초생활수급자및차상위계층전형),수시,소방안전공학과,1,0,1,1,0,미제출 사유 : 비율 환산불가,,,
2027,경남대학교[본교],59,학생부교과(기초생활수급자및차상위계층전형),정시(나),국어교육과,0,0,0,,0,0,0,0,0
2027,경남대학교[본교],59,학생부교과(기초생활수급자및차상위계층전형),정시(나),행정학과,0,0,0,,0,0,0,0,0
2027,경남대학교[본교],59,학생부교과(기초생활수급자및차상위계층전형),정시(나),경영학부,0,0,0,,0,0,0,0,0
2027,경남대학교[본교],59,학생부교과(기초생활수급자및차상위계층전형),정시(나),법학과,0,0,0,,0,0,0,0,0
2027,경남대학교[본교],59,학생부교과(기초생활수급자및차상위계층전형),정시(나),군사학과,0,0,0,,0,0,0,0,0
2027,경남대학교[본교],59,학생부교과(기초생활수급자및차상위계층전형),정시(나),간호학과,0,0,0,,0,0,0,0,0
2027,경남대학교[본교],59,학생부교과(기초생활수급자및차상위계층전형),정시(나),심리학과,0,0,0,,0,0,0,0,0
2027,경남대학교[본교],59,학생부교과(기초생활수급자및차상위계층전형),정시(나),유아교육과,0,0,0,,0,0,0,0,0
2027,경남대학교[본교],59,학생부교과(기초생활수급자및차상위계층전형),정시(나),영어교육과,0,0,0,,0,0,0,0,0
2027,경남대학교[본교],59,학생부교과(기초생활수급자및차상위계층전형),정시(나),교육학과,0,0,0,,0,0,0,0,0
2027,경남대학교[본교],59,학생부교과(기초생활수급자및차상위계층전형),정시(다),소방안전공학과,0,0,0,,0,0,0,0,0
2027,경남대학교[본교],59,학생부교과(기초생활수급자및차상위계층전형),정시(다),일어교육과,0,0,0,,0,0,0,0,0
2027,경남대학교[본교],59,학생부교과(기초생활수급자및차상위계층전형),정시(다),전기공학과,0,0,0,,0,0,0,0,0
2027,경남대학교[본교],59,학생부교과(기초생활수급자및차상위계층전형),정시(다),컴퓨터공학부,0,0,0,,0,0,0,0,0
2027,경남대학교[본교],59,학생부교과(기초생활수급자및차상위계층전형),정시(다),여행항공관광학과,0,0,0,,0,0,0,0,0
2027,경남대학교[본교],59,학생부교과(기초생활수급자및차상위계층전형),정시(다),사회복지학과,0,0,0,,0,0,0,0,0
2027,경남대학교[본교],59,학생부교과(기초생활수급자및차상위계층전형),정시(다),미디어영상학과,0,0,0,,0,0,0,0,0
2027,경남대학교[본교],59,학생부교과(기초생활수급자및차상위계층전형),정시(다),경호보안학과,0,0,0,,0,0,0,0,0
2027,경남대학교[본교],59,학생부교과(기초생활수급자및차상위계층전형),정시(다),경찰학과,0,0,0,,0,0,0,0,0
2027,경남대학교[본교],59,학생부교과(기초생활수급자및차상위계층전형),정시(다),기계공학부,0,0,0,,0,0,0,0,0
2027,경남대학교[본교],59,학생부교과(기초생활수급자및차상위계층전형),정시(다),수학교육과,0,0,0,,0,0,0,0,0
2027,경남대학교[본교],59,학생부교과(기초생활수급자및차상위계층전형),정시(다),식품영양학과,0,0,0,,0,0,0,0,0
